Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
FJ_XM_contig_16198555||full,GB_GCA_003252225.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__Pontiella sp003252225,blast,91.8,iPHoP-RF;70.20
FJ_XM_contig_1659166,RS_GCF_900109085.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium gilvum,iPHoP-RF,91.1,None
FJ_XM_contig_16614862||full,GB_GCA_013817345.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Methylibium;s__Methylibium sp013817345,iPHoP-RF,92.4,None
FJ_XM_contig_16645588,RS_GCF_010728925.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium gadium,iPHoP-RF,95.4,None
FJ_XM_contig_16645588,RS_GCF_010726765.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium gallinarum,iPHoP-RF,95.1,None
FJ_XM_contig_16645588,RS_GCF_003201655.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium moriokaense_A,iPHoP-RF,92.8,None
FJ_XM_contig_16645588,RS_GCF_001044245.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium obuense,iPHoP-RF,92.4,None
FJ_XM_contig_16645588,RS_GCF_007096635.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp007096635,iPHoP-RF,92.4,None
FJ_XM_contig_16645588,RS_GCF_000328565.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp000328565,iPHoP-RF,92.1,None
FJ_XM_contig_16645588,RS_GCF_000620625.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp000620625,iPHoP-RF,91.8,None
FJ_XM_contig_16645588,RS_GCF_000243415.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tusciae_A,iPHoP-RF,91.4,None
FJ_XM_contig_16645588,RS_GCF_002250655.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sphagni,iPHoP-RF,90.5,None
FJ_XM_contig_16773722,ZJ_NB_bin_82,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,iPHoP-RF,90.8,None
FJ_XM_contig_17550113,GB_GCA_003519545.1,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA9002;s__UBA9002 sp003519545,blast,93.9,iPHoP-RF;79.30
FJ_XM_contig_17698775||full,RS_GCF_000417905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens,blast,93.9,None
FJ_XM_contig_17941108||full,GD_ZH_bin_44,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__;s__,blast,92.7,iPHoP-RF;68.40
FJ_XM_contig_17966103,RS_GCF_009938225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ponticus,iPHoP-RF,95.4,None
FJ_XM_contig_17966103,RS_GCF_003350325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio rhodolitus,iPHoP-RF,93.7,None
FJ_XM_contig_17966103,RS_GCF_002741985.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio rotiferianus,iPHoP-RF,93.4,None
FJ_XM_contig_17966103,RS_GCF_014050145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp014050145,iPHoP-RF,93.1,None
FJ_XM_contig_17966103,RS_GCF_001591145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi,iPHoP-RF,92.8,None
FJ_XM_contig_17966103,RS_GCF_000817815.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio owensii,iPHoP-RF,92.4,None
FJ_XM_contig_17966103,RS_GCF_000400365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio jasicida,iPHoP-RF,91.4,None
FJ_XM_contig_17966103,RS_GCF_002906655.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio hyugaensis,iPHoP-RF,91.4,None
FJ_XM_contig_17966103,RS_GCF_003544875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio alfacsensis,iPHoP-RF,91.1,None
FJ_XM_contig_17966103,RS_GCF_002163755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii,iPHoP-RF,90.8,None
FJ_XM_contig_18188691,RS_GCF_002563795.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002563795,iPHoP-RF,97.1,blast;91.80
FJ_XM_contig_18188691,RS_GCF_000171815.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000171815,iPHoP-RF,96.4,None
FJ_XM_contig_18188691,RS_GCF_005144905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus,blast,95.4,iPHoP-RF;83.90
FJ_XM_contig_18188691,RS_GCF_013114625.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp013114625,blast,95.4,iPHoP-RF;91.10
FJ_XM_contig_18188691,RS_GCF_000417905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens,iPHoP-RF,94.7,None
FJ_XM_contig_18188691,RS_GCF_000695685.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio fortis,blast,94.7,iPHoP-RF;85.70
FJ_XM_contig_18188691,RS_GCF_000817815.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio owensii,iPHoP-RF,94.7,None
FJ_XM_contig_18188691,RS_GCF_002849855.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio azureus,iPHoP-RF,94.7,blast;92.10
FJ_XM_contig_18188691,RS_GCF_000222585.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio scophthalmi,iPHoP-RF,93.7,blast;91.70
FJ_XM_contig_18188691,RS_GCF_000354175.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus,iPHoP-RF,93.7,blast;91.70
FJ_XM_contig_18188691,RS_GCF_001471585.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae,iPHoP-RF,93.7,None
FJ_XM_contig_18188691,RS_GCF_000272405.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tasmaniensis_A,iPHoP-RF,93.4,blast;92.30
FJ_XM_contig_18188691,RS_GCF_014596725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp014596725,iPHoP-RF,93.4,None
FJ_XM_contig_18188691,RS_GCF_000176175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio furnissii,iPHoP-RF,93.1,None
FJ_XM_contig_18188691,RS_GCF_009665255.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio metoecus_B,iPHoP-RF,93.1,None
FJ_XM_contig_18188691,RS_GCF_000338875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio mimicus,iPHoP-RF,92.8,None
FJ_XM_contig_18188691,RS_GCF_002156475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio gigantis,blast,92.6,iPHoP-RF;73.90
FJ_XM_contig_18188691,RS_GCF_000696385.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio metoecus,iPHoP-RF,92.4,None
FJ_XM_contig_18188691,RS_GCF_000740015.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio diazotrophicus,iPHoP-RF,92.4,None
FJ_XM_contig_18188691,RS_GCF_009763805.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cidicii,iPHoP-RF,92.4,None
FJ_XM_contig_18188691,RS_GCF_013041605.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio plantisponsor,iPHoP-RF,92.4,None
FJ_XM_contig_18188691,RS_GCF_001558015.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus,blast,92.3,iPHoP-RF;91.40
FJ_XM_contig_18188691,RS_GCF_002873335.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002873335,blast,91.6,iPHoP-RF;87.90
FJ_XM_contig_18188691,RS_GCF_000764325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio navarrensis,iPHoP-RF,91.4,None
FJ_XM_contig_18188691,RS_GCF_013114545.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp013114545,blast,90.9,iPHoP-RF;88.20
FJ_XM_contig_18188691,RS_GCF_000772105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tubiashii,iPHoP-RF,90.8,None
FJ_XM_contig_18188691,RS_GCF_013113835.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp013113835,blast,90.6,iPHoP-RF;50.20
FJ_XM_contig_18188691,RS_GCF_000189255.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio brasiliensis,iPHoP-RF,90.1,None
FJ_XM_contig_18403653||full,JS_LYG_bin_136,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,blast,93.9,iPHoP-RF;58.70
FJ_XM_contig_18616921||full,ZJ_NB_bin_15,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,blast,97.6,iPHoP-RF;78.00
FJ_XM_contig_18619704,LN_DD_bin_13,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__;s__,blast,91.5,iPHoP-RF;57.10
FJ_XM_contig_19045204||0_partial,FJ_XM_bin_75,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__,blast,94.7,iPHoP-RF;82.20
FJ_XM_contig_19045204||0_partial,GD_ZH_bin_51,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__,blast,93,iPHoP-RF;55.40
FJ_XM_contig_19045204||0_partial,ZJ_NB_bin_10,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__,blast,90.1,None
FJ_XM_contig_19801164,GB_GCA_012103505.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp012103505,blast,94.6,None
FJ_XM_contig_19814619||full,FJ_XM_bin_13,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__,iPHoP-RF,96.7,None
FJ_XM_contig_19814619||full,RS_GCF_900107725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer marinus,blast,92.7,iPHoP-RF;78.50
FJ_XM_contig_19814619||full,RS_GCF_900129095.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer donghaiensis,blast,91.8,iPHoP-RF;74.10
FJ_XM_contig_19814619||full,RS_GCF_900100355.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer yueqingensis,blast,91.6,iPHoP-RF;58.70
FJ_XM_contig_19879152||full,GB_GCA_903837825.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp903837825,blast,91.8,iPHoP-RF;69.80
FJ_XM_contig_19879152||full,GB_GCA_903875675.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp903875675,blast,91.6,iPHoP-RF;65.30
FJ_XM_contig_19879152||full,GB_GCA_903934285.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp903934285,blast,90.1,iPHoP-RF;68.20
FJ_XM_contig_20039342||full,JS_LYG_bin_116,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,94.4,iPHoP-RF;79.50
FJ_XM_contig_20039342||full,HN_SY_bin_151,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,92.4,iPHoP-RF;78.70
FJ_XM_contig_20040649||full_1,RS_GCF_002795865.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A seohaensis,blast,92.4,iPHoP-RF;66.50
FJ_XM_contig_20040649||full_1,GB_GCA_002695185.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002695185,blast,92.2,iPHoP-RF;66.00
FJ_XM_contig_20040649||full_1,RS_GCF_001542855.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp001542855,blast,91.4,iPHoP-RF;66.50
FJ_XM_contig_20040649||full_1,RS_GCF_003355455.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A aureus,blast,91.4,iPHoP-RF;70.60
FJ_XM_contig_20055676,SD_QD_bin_119,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,iPHoP-RF,91.1,None
FJ_XM_contig_20251173||full,GB_GCA_013203525.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JABMQB01;s__JABMQB01 sp013203525,blast,92.1,iPHoP-RF;70.00
FJ_XM_contig_20468662||full_1,RS_GCF_000814025.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria sp000814025,iPHoP-RF,92.4,None
FJ_XM_contig_20468662||full_1,RS_GCF_007995245.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria sp007995245,iPHoP-RF,92.4,None
FJ_XM_contig_21305819||0_partial,LN_DD_bin_112,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__,blast,95.2,iPHoP-RF;64.00
FJ_XM_contig_21342506||full,RS_GCF_002102155.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium europaeum,iPHoP-RF,95.7,None
FJ_XM_contig_21342506||full,RS_GCF_900240975.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp900240975,iPHoP-RF,94.7,None
FJ_XM_contig_21342506||full,RS_GCF_002086735.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium scrofulaceum,iPHoP-RF,93.1,None
FJ_XM_contig_21342506||full,RS_GCF_001667075.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001667075,iPHoP-RF,92.8,None
FJ_XM_contig_21470182||full,ZJ_WZ_bin_158,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__,blast,91.9,None
FJ_XM_contig_21827570,RS_GCF_011064285.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp011064285,iPHoP-RF,91.8,None
FJ_XM_contig_21827570,RS_GCF_001591145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi,iPHoP-RF,91.1,None
FJ_XM_contig_21827570,RS_GCF_001677275.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio breoganii,iPHoP-RF,90.8,None
FJ_XM_contig_21827570,RS_GCF_006538565.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio comitans,iPHoP-RF,90.5,None
FJ_XM_contig_21827570,RS_GCF_006538525.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio inusitatus,iPHoP-RF,90.1,None
FJ_XM_contig_21943527||full,GB_GCA_001629395.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp001629395,iPHoP-RF,91.1,None
FJ_XM_contig_21943527||full,GB_GCA_002731295.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002731295,iPHoP-RF,90.8,None
FJ_XM_contig_22049355||full,RS_GCF_006714895.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp006714895,blast,93.3,iPHoP-RF;91.80
FJ_XM_contig_22049355||full,RS_GCF_009735695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp009735695,blast,91.6,iPHoP-RF;89.80
FJ_XM_contig_22049355||full,RS_GCF_000423045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella portivictoriae,iPHoP-RF,91.4,None
FJ_XM_contig_22049355||full,RS_GCF_900215295.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__Salinimicrobium sediminis,iPHoP-RF,91.4,None
FJ_XM_contig_22049355||full,RS_GCF_004362395.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter sp004362395,iPHoP-RF,90.5,None
FJ_XM_contig_22049355||full,RS_GCF_900142975.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter salegens,iPHoP-RF,90.5,None
FJ_XM_contig_22049355||full,RS_GCF_900168115.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter salinarum,iPHoP-RF,90.1,None
FJ_XM_contig_22520982,RS_GCF_002608565.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002608565,iPHoP-RF,92.1,None
FJ_XM_contig_22520982,RS_GCF_001591145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi,iPHoP-RF,90.1,None
FJ_XM_contig_22706957,GB_GCA_012103505.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp012103505,blast,96.1,None
FJ_XM_contig_22852056||full,RS_GCF_002289565.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp002289565,blast,93.8,iPHoP-RF;73.20
FJ_XM_contig_22852056||full,RS_GCF_008035925.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp008035925,blast,93.7,iPHoP-RF;74.30
FJ_XM_contig_22852056||full,RS_GCF_014154935.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp014154935,blast,93.6,iPHoP-RF;72.20
FJ_XM_contig_22852056||full,RS_GCF_007754155.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp007754155,blast,91.8,iPHoP-RF;63.50
FJ_XM_contig_22852056||full,HN_SY_bin_111,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__,blast,90.9,iPHoP-RF;67.30
FJ_XM_contig_22852056||full,RS_GCF_008629675.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp008629675,blast,90.8,iPHoP-RF;56.80
FJ_XM_contig_22852056||full,RS_GCF_007860045.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp007860045,blast,90.1,iPHoP-RF;58.20
FJ_XM_contig_23140086||full,RS_GCF_004000435.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Flavimaricola;s__Flavimaricola sp004000435,blast,93.1,None
FJ_XM_contig_23157426||full,GB_GCA_013042835.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__SZUA-36 sp013042835,iPHoP-RF,91.4,None
FJ_XM_contig_23385574,RS_GCF_000772105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tubiashii,iPHoP-RF,94.4,None
FJ_XM_contig_23385574,RS_GCF_001695575.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio europaeus,iPHoP-RF,94.4,None
FJ_XM_contig_23385574,RS_GCF_001399455.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio bivalvicida,iPHoP-RF,94.1,None
FJ_XM_contig_23385574,RS_GCF_011064285.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp011064285,iPHoP-RF,93.1,None
FJ_XM_contig_23385574,RS_GCF_009811315.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio atypicus,iPHoP-RF,92.8,None
FJ_XM_contig_23706249||full_1,RS_GCF_003054225.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella gaetbulicola,blast,93.1,iPHoP-RF;59.20
FJ_XM_contig_24251721,GB_GCA_002411385.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Geofilum;s__Geofilum sp002411385,iPHoP-RF,91.4,None
FJ_XM_contig_24251721,GB_GCA_002337045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__Flavipsychrobacter sp002337045,iPHoP-RF,91.1,None
FJ_XM_contig_24251721,GB_GCA_002483105.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__Flavipsychrobacter sp002483105,iPHoP-RF,90.8,None
