contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
ZJ_NB_contig_28098796||full	45045	62	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20296674	45024	39	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_9936736||full	44966	64	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26952815	44966	52	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2179839	44938	89	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6789050	44826	55	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_11548171	44801	52	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15933496	44707	68	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_32726653	44680	86	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10615732	44607	55	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_5440772	44591	93	12	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10493286	44524	85	24	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14008938||full	44502	75	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_7531676||full_1	44455	56	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_20983290	44391	57	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15013532	44369	65	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_11059226	44368	67	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20559046||full	44365	64	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_8041043	44351	59	24	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_16733374	44341	52	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18288295	44339	63	36	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12140387	44308	58	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_21797569	44258	88	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31506539||full	44258	61	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3818386	44239	51	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5676738	44223	35	2	11	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18106727||full	44141	46	15	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_6463490||full	44124	50	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_24059382_fragment_1	44110	48	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25210775	44095	36	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_19157611	44049	53	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_4606515	44018	65	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15696408||full	43920	65	11	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_16827844||full	43887	20	0	9	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22739958||full	43844	73	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_7530599	43759	42	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15304122	43729	56	32	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1544270	43719	62	34	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5801517	43704	63	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24366458	43702	42	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_11298731	43673	54	31	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1876157||full	43619	67	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4360050||full	43595	38	17	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22376602	43433	56	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21254207	43418	48	12	3	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_26758112||full	43416	60	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13146441	43304	17	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22475449	43296	61	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3442800||full	43281	40	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33776376||full	43253	62	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_329129	43235	47	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7973706	43229	51	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26283871	43229	65	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23437866	43209	68	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_7708484	43144	48	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_16429676	43112	73	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17369750	43082	84	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_27245789||full	43074	55	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_7764291	43071	64	38	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1299690||full	43055	85	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30842397	43047	70	20	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_27443582||full	42920	52	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_3838709||full	42919	63	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27298351||full	42892	57	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1869798	42869	62	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_10659877	42851	53	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25926019	42849	41	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_22841385	42838	45	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4218479	42716	63	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1109277	42584	53	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18676509||full	42512	50	23	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_22744443	42476	50	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21010786	42467	49	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_1672617	42461	68	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11316996	42457	67	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10988921	42447	54	30	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_27246264	42359	69	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_18748406	42319	45	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_27040636	42285	61	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33316885||0_partial_1	42266	44	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6073232	42265	38	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28905745||full	42073	65	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10973223	42038	57	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8004704	41989	33	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23335908	41983	68	12	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23191583	41916	67	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_5877827_fragment_1	41878	38	1	9	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4593377	41871	67	9	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24211878	41860	38	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22751268	41818	52	12	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23549867	41816	44	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_16042314	41751	59	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_1466617	41732	48	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9410036	41715	80	33	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_20069125||0_partial_1	41693	65	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18055329||full	41641	60	14	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17797302	41401	65	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20998662||full	41374	46	7	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28544756	41339	62	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_6574053	41330	42	10	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_1772515||full	41270	61	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_24153806||full_1	41252	51	23	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18400121	41245	38	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14099474	41211	35	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_29408614||full_1	41190	50	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23558960||full	41128	32	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_13870853	41069	54	30	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_25272577	40978	67	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_7173969||full	40972	61	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11876342||full	40938	50	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8823492	40820	81	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26528066||full	40816	80	6	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7654920||full_1	40741	58	6	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22427062	40726	57	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25828222	40720	52	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21983992	40714	51	17	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_15063239	40658	35	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24494084	40613	56	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13730558	40472	58	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28462610	40469	45	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24722927	40411	63	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_26705275||full	40389	47	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_11962576	40347	54	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_5142967	40298	61	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6484452||full	40261	61	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5304603	40212	33	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22405100	40182	32	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27369983	40165	54	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_12364410	39988	44	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1073146	39961	38	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23919117	39919	52	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3329222	39911	68	12	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26647543	39899	53	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_30615419	39875	52	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25744938	39729	55	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16829765	39689	61	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9731514||full	39686	80	7	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_3820797	39674	38	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_2876166||full	39674	80	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_14811505	39664	53	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_18371264||full	39654	63	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1675679	39638	32	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16367469||full	39469	57	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_3438621	39442	81	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_348970||full	39420	48	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_21546269	39405	60	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_13839797	39394	54	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10952742	39391	54	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4551174||full_1	39349	47	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_23558206	39331	33	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_7160038	39306	49	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20348481||full	39302	53	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23179677||full	39236	56	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17833042	39225	55	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_26874124||full	39221	57	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_13548615||full	39189	41	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_31728553	39143	45	9	4	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21639298	39077	42	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3458849	39069	31	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4854004	39065	67	5	8	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_31408602||full	39040	59	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15385211	39027	41	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_26680022	39019	49	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5208598||full	38973	55	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20185376	38972	43	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16754685	38936	69	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_14155455	38928	62	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25294048||full	38910	34	4	6	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20424296||full	38892	19	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25634547||full	38878	66	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17809262	38803	57	9	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17382270	38796	44	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2275455	38794	40	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_28335013	38779	27	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_22535212	38743	40	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_1520150	38738	34	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17255910||full	38735	71	7	5	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_11542246	38667	84	20	3	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9881441	38651	51	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15915092	38623	58	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_4817577	38496	49	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_27245896	38480	53	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14152398	38410	51	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10469991||full	38390	50	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7648955	38349	48	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_1572084	38316	47	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_18770158	38298	41	2	7	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11306641||full	38271	33	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16092045	38202	45	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33926341||full	38124	46	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7226449||full	38121	56	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22847	38094	40	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23010402||full	38044	63	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_5797104	38034	36	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_24683128	38014	53	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25682969	37976	57	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_19323536	37959	59	17	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20878995	37890	40	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_19018576	37832	20	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20397464	37827	25	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_28745360	37787	49	12	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20134188	37698	47	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14589668||full	37694	61	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_24176862||full	37669	51	23	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19417229||full	37661	55	23	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_1784810	37616	39	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22171077	37566	48	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_19793473	37512	24	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3567350	37486	54	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18186006	37390	42	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_20144478	37351	59	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22108831	37311	49	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_17977495	37301	33	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25612557	37288	61	9	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4759299	37269	25	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3078870	37229	57	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20645795	37219	36	12	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12780383	37204	53	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1928199	37147	55	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4151687	37135	39	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25600912||full	37075	45	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_6580153||full	37066	18	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_2884639	37051	55	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_862839||full	36964	60	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8296845	36958	56	19	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21008625||full	36940	46	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16064203	36872	54	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5350887||full	36872	41	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26592930||full	36859	36	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_19956593||full	36804	54	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_3232809	36776	53	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_13237931	36774	36	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13995513	36773	24	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_612064	36742	30	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19887253	36682	37	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9362936	36575	60	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_24765148	36570	48	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_16435010	36540	44	7	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_672402	36531	45	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16690764	36517	51	17	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7154547||full	36498	3	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_13691976	36476	41	19	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_6993368	36437	59	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5511749	36354	54	40	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21275364	36351	37	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20984113||full	36332	60	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1665466	36259	46	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4376222	36183	58	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28905925||full	36052	58	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9453171||full_1	36049	54	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20887777||0_partial_1	35977	22	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_2674364||full	35954	56	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_29424364	35943	49	20	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5157246	35875	28	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_12290553	35857	67	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_23284524	35853	35	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15693641||full	35849	39	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_28487769	35815	50	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12136950||0_partial	35792	26	2	7	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31506155||full	35754	59	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_25251957	35735	62	27	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_9667918||full	35735	53	8	5	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_21949615||full	35720	37	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5005829||full	35675	56	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30716547	35658	42	3	5	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_31725942||full	35645	50	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7850849||0_partial_1	35635	35	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_17173379||full	35609	42	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13501410	35607	49	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_24194716	35560	42	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18406092||full	35529	53	25	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_19067582	35525	38	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_9802726	35487	52	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9371213_fragment_2	35483	26	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_4555679	35397	44	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_17258045||0_partial_1	35391	46	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12864176	35384	44	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22963916	35379	49	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2314454	35373	31	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
