seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
FJ_XM_contig_19388224	1	0.78	1	dsDNAphage	6760	2	36.4	0
FJ_XM_contig_19405807	0.92	0.18	0.92	dsDNAphage	6696	1	25	0
FJ_XM_contig_19424167	1	0.033	1	dsDNAphage	7412	1	33.3	6.7
FJ_XM_contig_19508303	1	0.7	1	dsDNAphage	18940	6	80	0
FJ_XM_contig_19518849	1	0.467	1	dsDNAphage	9551	10	75	0
FJ_XM_contig_19526840	0.967	0.513	0.967	dsDNAphage	9587	0	43.8	0
FJ_XM_contig_1955588	1	0.733	1	dsDNAphage	15810	2	41.7	0
FJ_XM_contig_19611920||full	1	0.64	1	dsDNAphage	5204	1	60	0
FJ_XM_contig_19625079	1	0.32	1	dsDNAphage	10160	1	92.9	0
FJ_XM_contig_19626984	1	0.113	1	dsDNAphage	24271	7	63.6	4.5
FJ_XM_contig_1963803	0.973	0.36	0.973	dsDNAphage	5576	0	16.7	0
FJ_XM_contig_19641764	0.98	0.82	0.98	dsDNAphage	10316	0	68.8	0
FJ_XM_contig_19657810	0.76	0.08	0.76	dsDNAphage	9724	0	50	0
FJ_XM_contig_19776124||full	0.993	0.72	0.993	dsDNAphage	5834	1	66.7	0
FJ_XM_contig_19801164	1	0.36	1	dsDNAphage	111253	11	81	0
FJ_XM_contig_19814619||full	0.713	0	0.713	dsDNAphage	9115	1	25	0
FJ_XM_contig_19853098||full	0.713	0.127	0.713	dsDNAphage	5227	1	25	0
FJ_XM_contig_19862255	1	0.88	1	dsDNAphage	14257	2	52.6	0
FJ_XM_contig_19879152||full	0.993	0.573	0.993	dsDNAphage	7316	1	81.8	0
FJ_XM_contig_19905133||full	0.92	0.34	0.92	dsDNAphage	10891	1	33.3	0
FJ_XM_contig_19967503	1	0.867	1	dsDNAphage	5959	1	66.7	0
FJ_XM_contig_19984077||full	1	0.64	1	dsDNAphage	5845	1	37.5	0
FJ_XM_contig_1999693	0.96	0.773	0.96	dsDNAphage	5868	0	81.8	0
FJ_XM_contig_20002722||full	1	0.02	1	dsDNAphage	7002	6	72.7	27.3
FJ_XM_contig_20005222||full	0.693	0.027	0.693	dsDNAphage	5510	0	25	12.5
FJ_XM_contig_20006375||full	1	0.333	1	dsDNAphage	6680	2	77.8	0
FJ_XM_contig_20021353	0.993	0.087	0.993	dsDNAphage	5862	2	75	12.5
FJ_XM_contig_20027655||0_partial	0.347	1	1	ssDNA	2752	1	50	0
FJ_XM_contig_20039342||full	0.787	0.007	0.787	dsDNAphage	13609	1	26.7	20
FJ_XM_contig_20040649||full_1	0.98	0.013	0.98	dsDNAphage	9878	5	58.3	33.3
FJ_XM_contig_20055676	1	0.847	1	dsDNAphage	9222	1	35	0
FJ_XM_contig_20124591||full	0.74	0.04	0.74	dsDNAphage	11725	0	31.2	0
FJ_XM_contig_20144478	1	0.14	1	dsDNAphage	37254	6	33.9	0
FJ_XM_contig_20147153	0.96	0.907	0.96	dsDNAphage	6510	0	23.5	0
FJ_XM_contig_20251173||full	0.707	0.113	0.707	dsDNAphage	9135	1	40	0
FJ_XM_contig_20262948	0.753	0.027	0.753	dsDNAphage	10497	0	22.7	9.1
FJ_XM_contig_20320249||full	1	0.433	1	dsDNAphage	5553	3	100	0
FJ_XM_contig_20411429	0.967	0.7	0.967	dsDNAphage	6311	0	27.8	0
FJ_XM_contig_20417919||full	0.973	0.32	0.973	dsDNAphage	30796	8	60.7	0
FJ_XM_contig_20467841	0.927	0.82	0.927	dsDNAphage	5153	0	71.4	0
FJ_XM_contig_20468662||full_1	0.933	0.04	0.933	dsDNAphage	8924	7	53.3	46.7
FJ_XM_contig_20485969	0.88	0.573	0.88	dsDNAphage	5665	0	13.3	0
FJ_XM_contig_20536549||full_1	0.973	0.293	0.973	dsDNAphage	5819	3	50	0
FJ_XM_contig_20593941	1	0.927	1	dsDNAphage	6619	1	57.1	0
FJ_XM_contig_20600056	1	0.207	1	dsDNAphage	8760	8	72.7	0
FJ_XM_contig_20627911	0.913	0.14	0.913	dsDNAphage	9730	1	15	0
FJ_XM_contig_20647167||full	0.993	0.033	0.993	dsDNAphage	6652	3	50	12.5
FJ_XM_contig_206495	0.933	0.94	0.94	ssDNA	8628	0	75	0
FJ_XM_contig_20656401	0.96	0.5	0.96	dsDNAphage	5238	0	83.3	0
FJ_XM_contig_20690810	0.847	0.04	0.847	dsDNAphage	6802	0	27.8	5.6
FJ_XM_contig_20734367	0.993	0.007	0.993	dsDNAphage	25137	11	60	4
FJ_XM_contig_20828778	0.927	0.06	0.927	dsDNAphage	8410	2	33.3	0
FJ_XM_contig_2083722||full	1	0.113	1	dsDNAphage	7925	2	30	0
FJ_XM_contig_20840862	0.993	0.427	0.993	dsDNAphage	5190	1	30	0
FJ_XM_contig_20908363	0.953	0.553	0.953	dsDNAphage	6243	0	46.2	0
FJ_XM_contig_20964356	0.973	0.44	0.973	dsDNAphage	6136	1	62.5	0
FJ_XM_contig_20994942	0.72	0.087	0.72	dsDNAphage	10955	0	25	0
FJ_XM_contig_21018703||full	0.72	0	0.72	dsDNAphage	15403	2	23.1	23.1
FJ_XM_contig_21060524	0.973	0.993	0.993	ssDNA	5149	0	40	0
FJ_XM_contig_21185951	0.653	0.647	0.653	dsDNAphage	6070	0	28.6	0
FJ_XM_contig_21277998	0.987	0.02	0.987	dsDNAphage	5219	2	44.4	11.1
FJ_XM_contig_21305819||0_partial	0.94	0	0.94	dsDNAphage	15853	1	20	0
FJ_XM_contig_21342506||full	0.907	0.207	0.907	dsDNAphage	6281	1	33.3	0
FJ_XM_contig_21408037	0.96	0.707	0.96	dsDNAphage	6584	0	100	0
FJ_XM_contig_21422417	0.993	0.84	0.993	dsDNAphage	8920	1	13	0
FJ_XM_contig_21470182||full	0.8	0	0.8	dsDNAphage	10646	1	25	16.7
FJ_XM_contig_21514562	0.987	0.32	0.987	dsDNAphage	9745	1	66.7	0
FJ_XM_contig_21571649	1	0.72	1	dsDNAphage	11149	1	31.6	0
FJ_XM_contig_21644344	1	0.42	1	dsDNAphage	6360	1	15.4	0
FJ_XM_contig_2165261||full	1	0.12	1	dsDNAphage	14025	3	41.4	0
FJ_XM_contig_2173762	1	0.16	1	dsDNAphage	5148	1	18.2	0
FJ_XM_contig_21784272	0.987	0.613	0.987	dsDNAphage	5871	0	54.5	0
FJ_XM_contig_21796054	1	0.007	1	dsDNAphage	7763	3	60	10
FJ_XM_contig_21811423	1	0.833	1	dsDNAphage	5427	3	100	0
FJ_XM_contig_21814325	0.92	0.553	0.92	dsDNAphage	10762	0	42.9	0
FJ_XM_contig_21817602||full	0.853	0.02	0.853	dsDNAphage	6353	1	25	0
FJ_XM_contig_21827570	1	0.327	1	dsDNAphage	6103	2	90	0
FJ_XM_contig_21840666||full	0.94	0.133	0.94	dsDNAphage	6039	1	25	0
FJ_XM_contig_21842713	0.993	0	0.993	dsDNAphage	18587	1	61.1	5.6
FJ_XM_contig_21848249	1	0.48	1	dsDNAphage	9316	2	100	0
FJ_XM_contig_21864694	1	0.087	1	dsDNAphage	4490	1	27.3	0
FJ_XM_contig_21897994	1	0.507	1	dsDNAphage	7666	1	55.6	0
FJ_XM_contig_21943527||full	0.993	0.02	0.993	dsDNAphage	6312	2	60	20
FJ_XM_contig_22026031	1	0.547	1	dsDNAphage	5133	1	85.7	0
FJ_XM_contig_22049355||full	0.987	0.673	0.987	dsDNAphage	5834	1	66.7	0
FJ_XM_contig_22178550	0.953	0.567	0.953	dsDNAphage	21518	0	95.7	0
FJ_XM_contig_22190382	1	0.567	1	dsDNAphage	8967	4	100	0
FJ_XM_contig_22233679	1	0.373	1	dsDNAphage	20551	0	18.4	0
FJ_XM_contig_22305909	0.76	0.62	0.76	dsDNAphage	5655	0	30	0
FJ_XM_contig_22322692	1	0.127	1	dsDNAphage	13427	4	42.1	0
FJ_XM_contig_22348663	0.987	0.173	0.987	dsDNAphage	12070	1	52.6	5.3
FJ_XM_contig_22372665	1	0.82	1	dsDNAphage	6956	2	37.5	0
FJ_XM_contig_22399290||full	0.953	0.76	0.953	dsDNAphage	5205	0	55.6	0
FJ_XM_contig_22407067	0.993	0.833	0.993	dsDNAphage	5584	0	30	0
FJ_XM_contig_22414201||full	0.993	0.107	0.993	dsDNAphage	27773	7	45	0
FJ_XM_contig_22425117	1	0.267	1	dsDNAphage	26802	8	78.3	0
FJ_XM_contig_22447017	1	0.18	1	dsDNAphage	10962	6	71.4	0
FJ_XM_contig_22493101	1	0.673	1	dsDNAphage	9256	1	27.8	0
FJ_XM_contig_2251974	0.86	0.847	0.86	dsDNAphage	6054	0	75	0
FJ_XM_contig_22554957	1	0.313	1	dsDNAphage	8359	1	41.7	0
FJ_XM_contig_2259912	0.993	0.793	0.993	dsDNAphage	7007	2	100	0
FJ_XM_contig_22691139	0.993	0.54	0.993	dsDNAphage	12602	2	53.8	0
FJ_XM_contig_22705264	0.967	0.207	0.967	dsDNAphage	9473	0	23.5	0
FJ_XM_contig_22706957	0.987	0.207	0.987	dsDNAphage	14903	4	77.8	0
FJ_XM_contig_2272477	0.573	0	0.573	dsDNAphage	23140	0	21.4	3.6
FJ_XM_contig_22744443	0.993	0.06	0.993	dsDNAphage	42474	7	56	0
FJ_XM_contig_2276318	0.94	0.253	0.94	dsDNAphage	5831	0	7.1	0
FJ_XM_contig_22852056||full	0.987	0.773	0.987	dsDNAphage	4976	1	33.3	0
FJ_XM_contig_22872407	0.993	0.14	0.993	dsDNAphage	5135	4	57.1	0
FJ_XM_contig_2294925	1	0.333	1	dsDNAphage	12428	1	44.4	0
FJ_XM_contig_2298704	0.987	0.32	0.987	dsDNAphage	14634	0	45	0
FJ_XM_contig_23016979	0.693	0.62	0.693	dsDNAphage	5661	0	20	0
FJ_XM_contig_23122117	1	0.193	1	dsDNAphage	20350	3	70	0
FJ_XM_contig_23126558	0.933	0.5	0.933	dsDNAphage	10036	0	22.2	0
FJ_XM_contig_23140086||full	0.74	0	0.74	dsDNAphage	7593	2	30	40
FJ_XM_contig_23157426||full	0.9	0.047	0.9	dsDNAphage	5688	1	33.3	0
FJ_XM_contig_23171785	1	0.467	1	dsDNAphage	19934	1	76.7	0
FJ_XM_contig_23172618	1	0.32	1	dsDNAphage	14680	2	57.1	0
FJ_XM_contig_23209550	1	0.78	1	dsDNAphage	5196	1	80	0
FJ_XM_contig_23239830	0.967	0.76	0.967	dsDNAphage	5382	0	54.5	0
FJ_XM_contig_2330450	0.92	0.94	0.94	ssDNA	5482	0	38.5	0
FJ_XM_contig_23327692||full	0.86	0	0.86	dsDNAphage	10290	2	30	30
FJ_XM_contig_23385574	1	0.767	1	dsDNAphage	7594	2	75	0
FJ_XM_contig_23630186	1	0.007	1	dsDNAphage	184489	13	25	2.7
FJ_XM_contig_23633989	0.847	0.06	0.847	dsDNAphage	15834	0	63.6	4.5
FJ_XM_contig_23641825	1	0.053	1	dsDNAphage	26410	4	24.1	0
FJ_XM_contig_23686532	0.98	0.033	0.98	dsDNAphage	7012	2	16.7	8.3
FJ_XM_contig_23687937||full	0.993	0.373	0.993	dsDNAphage	8420	1	57.1	0
FJ_XM_contig_23706249||full_1	0.96	0.933	0.96	dsDNAphage	4355	0	50	0
FJ_XM_contig_23725830	1	0.973	1	dsDNAphage	6631	3	77.8	0
FJ_XM_contig_2376998||full	0.747	0.673	0.747	dsDNAphage	6008	0	100	0
FJ_XM_contig_23774417	0.787	0.053	0.787	dsDNAphage	9934	0	59.1	4.5
FJ_XM_contig_23912790	0.993	0.18	0.993	dsDNAphage	20374	4	58.3	0
FJ_XM_contig_23943184	0.82	0	0.82	dsDNAphage	5433	1	28.6	14.3
FJ_XM_contig_24139200	1	0.073	1	dsDNAphage	17061	8	77.3	0
FJ_XM_contig_24156533	0.987	0.813	0.987	dsDNAphage	5200	1	50	0
FJ_XM_contig_24181070||full	0.98	0.627	0.98	dsDNAphage	6904	0	50	0
FJ_XM_contig_24213946	1	0.593	1	dsDNAphage	11761	6	100	0
FJ_XM_contig_24251721	1	0.947	1	dsDNAphage	6614	3	100	0
FJ_XM_contig_2426397||full	0.813	0.173	0.813	dsDNAphage	6330	1	60	0
FJ_XM_contig_2434410	1	0.507	1	dsDNAphage	5382	2	36.4	0
FJ_XM_contig_24371518	0.993	0.22	0.993	dsDNAphage	10276	2	70	0
FJ_XM_contig_24415120	0.84	0.047	0.84	dsDNAphage	33868	0	9.4	3.1
FJ_XM_contig_24445282||full	0.647	0.287	0.647	dsDNAphage	7732	0	62.5	0
FJ_XM_contig_24505808||full	0.713	0.007	0.713	dsDNAphage	5307	1	50	25
FJ_XM_contig_24551658	1	0.82	1	dsDNAphage	5318	4	100	0
FJ_XM_contig_24552637	0.833	0.02	0.833	dsDNAphage	16684	0	47.6	4.8
FJ_XM_contig_24557551	1	0.207	1	dsDNAphage	23058	1	90.9	0
FJ_XM_contig_2457014||full_1	nan	nan	nan	dsDNAphage	1713	1	100	0
FJ_XM_contig_24628802	0.853	0.213	0.853	dsDNAphage	5416	0	14.3	0
FJ_XM_contig_24637378||full	0.76	0	0.76	dsDNAphage	7062	1	25	0
FJ_XM_contig_24739291	0.747	0.5	0.747	dsDNAphage	5219	0	83.3	0
FJ_XM_contig_24783464||full	0.987	0	0.987	dsDNAphage	19103	4	41.2	11.8
FJ_XM_contig_24900773||full	0.993	0.12	0.993	dsDNAphage	7830	3	55.6	0
FJ_XM_contig_24968636	1	0.447	1	dsDNAphage	11299	3	100	0
FJ_XM_contig_24988045	0.887	0.1	0.887	dsDNAphage	11837	0	16.7	3.3
FJ_XM_contig_24998994	0.687	0.04	0.687	dsDNAphage	5311	0	40	20
FJ_XM_contig_25007338	0.82	0.447	0.82	dsDNAphage	6311	0	40	0
FJ_XM_contig_25087002||full	0.747	0.2	0.747	dsDNAphage	5243	0	60	0
FJ_XM_contig_25092407	0.833	0.153	0.833	dsDNAphage	10077	0	30	0
FJ_XM_contig_25131080||full_1	0.927	0.413	0.927	dsDNAphage	1709	1	25	0
FJ_XM_contig_25151361	0.887	0.84	0.887	dsDNAphage	5986	0	75	0
FJ_XM_contig_25263175	0.993	0.773	0.993	dsDNAphage	8780	3	90.9	0
FJ_XM_contig_2526581	0.993	0.553	0.993	dsDNAphage	7267	2	70	0
FJ_XM_contig_25266074||full	0.893	0	0.893	dsDNAphage	12673	2	27.3	9.1
FJ_XM_contig_25287658	0.507	0.007	0.507	dsDNAphage	16506	0	21.4	7.1
FJ_XM_contig_25378426||full	0.947	0.167	0.947	dsDNAphage	5211	1	60	0
FJ_XM_contig_25391297	1	0.06	1	dsDNAphage	13515	1	78.9	5.3
FJ_XM_contig_25403723	0.9	0.993	0.993	ssDNA	6661	0	21.4	0
FJ_XM_contig_25434712	0.967	0.64	0.967	dsDNAphage	10068	0	13.6	0
FJ_XM_contig_25437706	0.813	0.46	0.813	dsDNAphage	6837	0	77.8	0
FJ_XM_contig_25441227	1	0.213	1	dsDNAphage	12773	3	62.5	0
FJ_XM_contig_25446048||full	0.847	0.007	0.847	dsDNAphage	5190	1	25	0
FJ_XM_contig_25458617	1	0.093	1	dsDNAphage	30249	7	33.3	0
FJ_XM_contig_25512387	0.987	0.987	0.987	dsDNAphage	5408	2	75	0
FJ_XM_contig_25516177	1	0.573	1	dsDNAphage	9925	1	75	0
FJ_XM_contig_25529595	1	0.407	1	dsDNAphage	5111	2	60	0
FJ_XM_contig_25531602||full	1	0.627	1	dsDNAphage	8061	3	27.3	0
FJ_XM_contig_25538724	0.92	0.733	0.92	dsDNAphage	5671	0	30	0
FJ_XM_contig_25544839||full	0.72	0.013	0.72	dsDNAphage	5429	1	25	0
FJ_XM_contig_25553028||full	0.793	0.013	0.793	dsDNAphage	9020	1	25	0
FJ_XM_contig_25605847	1	0.547	1	dsDNAphage	6626	2	88.9	0
FJ_XM_contig_25655649||full	0.933	0.033	0.933	dsDNAphage	5112	1	20	0
FJ_XM_contig_25716951||full	1	0.42	1	dsDNAphage	9072	2	54.5	0
FJ_XM_contig_25815914	0.94	0.513	0.94	dsDNAphage	6348	0	25	0
FJ_XM_contig_25851461	1	0.033	1	dsDNAphage	15589	2	24.1	0
FJ_XM_contig_25909703	1	0.287	1	dsDNAphage	8701	2	72.7	0
FJ_XM_contig_25959274_fragment_1	0.74	0	0.74	dsDNAphage	14105	3	20	20
FJ_XM_contig_25984535	1	0.673	1	dsDNAphage	5150	1	85.7	0
FJ_XM_contig_26020807	1	0.013	1	dsDNAphage	10819	5	35.7	7.1
FJ_XM_contig_26105058||full	0.867	0.06	0.867	dsDNAphage	8925	0	31.2	0
FJ_XM_contig_26113443	0.933	0.873	0.933	dsDNAphage	6076	0	77.8	0
FJ_XM_contig_26132780	0.96	0.353	0.96	dsDNAphage	8617	1	50	0
FJ_XM_contig_26134790||full	0.993	0.793	0.993	dsDNAphage	5524	3	100	0
FJ_XM_contig_2613893	0.98	0.253	0.98	dsDNAphage	8384	1	30.8	0
FJ_XM_contig_26191577||full	0.747	0.013	0.747	dsDNAphage	5486	1	50	25
FJ_XM_contig_26273475	0.953	0.767	0.953	dsDNAphage	5016	1	33.3	0
FJ_XM_contig_26304719	0.967	0.28	0.967	dsDNAphage	5056	2	60	0
FJ_XM_contig_26322533	0.987	0.353	0.987	dsDNAphage	13902	3	66.7	0
FJ_XM_contig_26344744	0.967	0.413	0.967	dsDNAphage	9803	0	47.1	0
FJ_XM_contig_26368802||full	0.98	0.353	0.98	dsDNAphage	7081	1	40	0
FJ_XM_contig_264718	0.893	0.867	0.893	dsDNAphage	9393	0	70	0
FJ_XM_contig_26474712	0.933	0.22	0.933	dsDNAphage	8465	0	64.3	0
FJ_XM_contig_26482069	1	0.053	1	dsDNAphage	61046	7	50.7	1.4
FJ_XM_contig_26496549||full	0.727	0.033	0.727	dsDNAphage	6276	1	25	0
FJ_XM_contig_26508918	1	0.827	1	dsDNAphage	7722	1	100	0
FJ_XM_contig_2656760	0.74	0.6	0.74	dsDNAphage	6496	0	33.3	0
FJ_XM_contig_26701377	0.98	0.893	0.98	dsDNAphage	6915	2	100	0
FJ_XM_contig_26702497	0.987	0.02	0.987	dsDNAphage	7591	2	50	8.3
FJ_XM_contig_26751341	0.993	0.653	0.993	dsDNAphage	5092	0	52.6	0
FJ_XM_contig_26758112||full	0.993	0.007	0.993	dsDNAphage	43341	7	26.7	3.3
FJ_XM_contig_26765400||full	0.973	0.093	0.973	dsDNAphage	6059	1	16.7	0
FJ_XM_contig_26778169	0.933	0.92	0.933	dsDNAphage	6484	0	80	0
FJ_XM_contig_26849775	0.753	0.533	0.753	dsDNAphage	5058	0	40	0
FJ_XM_contig_26852144	0.687	0.047	0.687	dsDNAphage	5730	0	12.5	0
FJ_XM_contig_26871577	0.88	0.433	0.88	dsDNAphage	6360	0	37.5	0
FJ_XM_contig_26907182	0.58	0.06	0.58	dsDNAphage	9568	0	20	6.7
FJ_XM_contig_26913236	1	0.72	1	dsDNAphage	5353	1	100	0
FJ_XM_contig_26923046||full	0.807	0.013	0.807	dsDNAphage	5676	1	16.7	0
FJ_XM_contig_26925473	0.98	0.807	0.98	dsDNAphage	6283	1	50	0
FJ_XM_contig_26925600	1	0.72	1	dsDNAphage	9068	2	86.7	0
FJ_XM_contig_26936145||full	0.967	0	0.967	dsDNAphage	20143	3	33.3	13.3
FJ_XM_contig_27014417||full	0.987	0.5	0.987	dsDNAphage	6160	2	66.7	0
FJ_XM_contig_27052197	0.947	0.233	0.947	dsDNAphage	10625	0	41.7	0
FJ_XM_contig_27056202||full	0.727	0.573	0.727	dsDNAphage	5446	0	60	0
FJ_XM_contig_27058898	1	0.813	1	dsDNAphage	5655	1	33.3	0
FJ_XM_contig_27063121	0.967	0.913	0.967	dsDNAphage	5912	0	27.3	0
FJ_XM_contig_27092951||full	0.687	0.007	0.687	dsDNAphage	6916	0	18.8	6.2
FJ_XM_contig_27108346	0.953	0.4	0.953	dsDNAphage	11763	0	36.4	0
FJ_XM_contig_27184684	1	0.9	1	dsDNAphage	5301	1	85.7	0
FJ_XM_contig_27200724||full	0.7	0	0.7	dsDNAphage	15872	1	35.3	23.5
FJ_XM_contig_2723335	0.987	0.247	0.987	dsDNAphage	8022	0	33.3	0
FJ_XM_contig_27261276	1	0.42	1	dsDNAphage	10608	4	88.2	0
FJ_XM_contig_27283115	0.927	0.06	0.927	dsDNAphage	18664	0	39.4	0
FJ_XM_contig_27299156	1	0.127	1	dsDNAphage	8513	1	69.2	0
FJ_XM_contig_27299988	0.78	0.493	0.78	dsDNAphage	6823	0	83.3	0
FJ_XM_contig_27303554	0.92	0.687	0.92	dsDNAphage	5577	0	44.4	0
FJ_XM_contig_27326282	1	0.44	1	dsDNAphage	8214	1	77.8	0
FJ_XM_contig_27376907	1	0.7	1	dsDNAphage	8774	1	72.2	0
FJ_XM_contig_27440023||full	0.88	0	0.88	dsDNAphage	6987	1	42.9	14.3
FJ_XM_contig_27441620||full_1	nan	nan	nan	dsDNAphage	1437	1	100	0
FJ_XM_contig_27454886	0.84	0.46	0.84	dsDNAphage	6000	0	28.6	0
FJ_XM_contig_27457868	0.967	0.08	0.967	dsDNAphage	6018	0	31.2	6.2
FJ_XM_contig_2746161	0.96	0.88	0.96	dsDNAphage	6062	0	17.6	0
FJ_XM_contig_27463089	0.967	0.18	0.967	dsDNAphage	5855	0	23.1	0
FJ_XM_contig_27464829||full	0.953	0.007	0.953	dsDNAphage	6678	1	57.1	28.6
FJ_XM_contig_27501401	1	0.487	1	dsDNAphage	9781	6	75	0
FJ_XM_contig_2750799	1	0.113	1	dsDNAphage	56588	8	50.8	0
FJ_XM_contig_27541696	0.5	0.007	0.5	dsDNAphage	10906	0	50	8.3
FJ_XM_contig_27585013	0.64	0.127	0.64	dsDNAphage	10413	0	25	0
FJ_XM_contig_27607825	1	0.36	1	dsDNAphage	9364	3	90	0
FJ_XM_contig_27632635||full	0.787	0.02	0.787	dsDNAphage	5086	2	40	0
FJ_XM_contig_27664683	0.987	0.673	0.987	dsDNAphage	10544	2	80	0
FJ_XM_contig_27696123	0.8	0.153	0.8	dsDNAphage	8363	0	28.6	0
FJ_XM_contig_27716691	0.967	0.26	0.967	dsDNAphage	8335	0	41.2	0
FJ_XM_contig_27769950	0.993	0.033	0.993	dsDNAphage	7031	1	26.3	5.3
FJ_XM_contig_27783471||full	0.92	0.02	0.92	dsDNAphage	7564	1	28.6	0
FJ_XM_contig_27794016	0.82	0.007	0.82	dsDNAphage	28638	0	26.2	7.1
FJ_XM_contig_27818860	0.86	0.133	0.86	dsDNAphage	5657	0	20	0
FJ_XM_contig_27849432	0.987	0.507	0.987	dsDNAphage	11238	0	25	0
FJ_XM_contig_27865944	1	0.22	1	dsDNAphage	10710	1	20	0
FJ_XM_contig_27957184||full	0.88	0.193	0.88	dsDNAphage	5565	0	25	0
FJ_XM_contig_27975668	1	0.373	1	dsDNAphage	10928	2	78.6	0
FJ_XM_contig_27990088	1	0.607	1	dsDNAphage	6162	1	100	0
FJ_XM_contig_2805361||full	1	0.74	1	dsDNAphage	7424	1	100	0
FJ_XM_contig_28120084||full	1	0.473	1	dsDNAphage	6827	3	70	0
FJ_XM_contig_28168220	1	0.18	1	dsDNAphage	20595	8	92.9	0
FJ_XM_contig_2818435	0.987	0.927	0.987	dsDNAphage	4860	0	40	0
FJ_XM_contig_28190818||full	0.973	0.16	0.973	dsDNAphage	14256	0	32.3	0
FJ_XM_contig_28195769	1	0.813	1	dsDNAphage	7578	2	73.3	0
FJ_XM_contig_2824560	1	0.12	1	dsDNAphage	25770	1	34	0
FJ_XM_contig_28307169||full	0.907	0.007	0.907	dsDNAphage	5295	1	25	0
FJ_XM_contig_28327729	0.993	0.56	0.993	dsDNAphage	9715	8	81.8	0
FJ_XM_contig_28328787||full	0.993	0.027	0.993	dsDNAphage	30375	1	53.6	3.6
FJ_XM_contig_28339954	0.993	0.593	0.993	dsDNAphage	5004	1	20	0
FJ_XM_contig_28383783	1	0.233	1	dsDNAphage	15872	2	76.2	0
FJ_XM_contig_28542219	1	0.927	1	dsDNAphage	7582	1	50	0
FJ_XM_contig_28582072	1	0.813	1	dsDNAphage	8617	2	100	0
FJ_XM_contig_28620281	0.78	0.06	0.78	dsDNAphage	16086	0	16.7	0
FJ_XM_contig_28625886	0.913	0.393	0.913	dsDNAphage	5535	0	16.7	0
FJ_XM_contig_28639187	0.807	0.233	0.807	dsDNAphage	6033	0	30	0
FJ_XM_contig_28649471	1	0.46	1	dsDNAphage	8768	2	90	0
FJ_XM_contig_28720013	1	0.22	1	dsDNAphage	15446	2	44	0
FJ_XM_contig_28723654||full	0.933	0.247	0.933	dsDNAphage	5707	0	7.7	0
FJ_XM_contig_28724533	0.973	0.587	0.973	dsDNAphage	6100	1	80	0
FJ_XM_contig_2873901||full	1	0.127	1	dsDNAphage	8708	2	27.3	0
FJ_XM_contig_2884639	1	0.02	1	dsDNAphage	37049	2	32.7	3.6
FJ_XM_contig_28853900	1	0.16	1	dsDNAphage	15347	2	16.1	6.5
FJ_XM_contig_2886166	0.993	0.36	0.993	dsDNAphage	33587	6	64.3	0
FJ_XM_contig_28913786	0.8	0.313	0.8	dsDNAphage	7844	0	60	0
FJ_XM_contig_29003399	0.933	0.527	0.933	dsDNAphage	14316	0	52	0
FJ_XM_contig_2901041	0.993	0.36	0.993	dsDNAphage	8020	2	63.6	0
FJ_XM_contig_29018293||full	0.96	0.44	0.96	dsDNAphage	5724	0	50	0
FJ_XM_contig_29036120	1	0.54	1	dsDNAphage	13174	1	39.3	0
FJ_XM_contig_29042683	0.973	0.407	0.973	dsDNAphage	23349	1	55.6	0
FJ_XM_contig_29049501	0.953	0.627	0.953	dsDNAphage	7024	0	100	0
FJ_XM_contig_29107620	1	0.547	1	dsDNAphage	5465	2	85.7	0
FJ_XM_contig_2910977||full	0.807	0.013	0.807	dsDNAphage	5464	1	50	0
FJ_XM_contig_29122548||full	0.973	0.073	0.973	dsDNAphage	6926	1	25	0
FJ_XM_contig_29128672	0.993	0.527	0.993	dsDNAphage	7359	5	100	0
FJ_XM_contig_29151836	0.847	0.2	0.847	dsDNAphage	5101	0	16.7	8.3
FJ_XM_contig_29313721||full	0.88	0.013	0.88	dsDNAphage	6234	1	57.1	28.6
FJ_XM_contig_2936923	1	0.907	1	dsDNAphage	7789	1	56.2	0
FJ_XM_contig_29396731||full	0.927	0.02	0.927	dsDNAphage	7849	1	25	0
FJ_XM_contig_29472111	1	0.787	1	dsDNAphage	5813	3	70	0
FJ_XM_contig_29493402	1	0.233	1	dsDNAphage	9292	4	40	0
FJ_XM_contig_29515115	0.987	0.633	0.987	dsDNAphage	10713	3	52.4	0
FJ_XM_contig_29530655	1	0.94	1	dsDNAphage	5176	3	75	0
FJ_XM_contig_29545492	0.967	0.787	0.967	dsDNAphage	8792	0	44.4	0
FJ_XM_contig_29557308	0.847	0.7	0.847	dsDNAphage	5892	0	37.5	0
FJ_XM_contig_29569586||full_1	1	0.8	1	dsDNAphage	4049	2	100	0
FJ_XM_contig_29570170||full	1	0.12	1	dsDNAphage	13042	2	46.2	0
FJ_XM_contig_29588740	0.933	0.047	0.933	dsDNAphage	5037	1	25	12.5
FJ_XM_contig_29603040	1	0.48	1	dsDNAphage	7094	3	75	0
FJ_XM_contig_29613781	0.987	0.287	0.987	dsDNAphage	11612	0	23.8	0
FJ_XM_contig_29620642||full	0.74	0.447	0.74	dsDNAphage	8495	0	50	0
FJ_XM_contig_29648786	0.987	0.84	0.987	dsDNAphage	5833	5	85.7	0
FJ_XM_contig_29757721	0.96	0.167	0.96	dsDNAphage	5349	0	27.3	0
FJ_XM_contig_2979788||full	0.973	0.207	0.973	dsDNAphage	6483	1	37.5	0
FJ_XM_contig_2980336	1	0.987	1	dsDNAphage	8419	1	100	0
